MemTotal	MemFree	Buffers	Cached	RealFree
1900556	252408	21836	715492	989736.0
1900556	249072	21860	715504	986436.0
1900556	259120	21868	717288	998276.0
1900556	256384	21884	716888	995156.0
1900556	254800	21908	717068	993776.0
1900556	252188	21940	717200	991328.0
1900556	250440	21964	717196	989600.0
1900556	248056	21972	717228	987256.0
1900556	287920	22020	718680	1028620.0
1900556	286428	22036	718700	1027164.0
1900556	281548	22084	718704	1022336.0
1900556	279168	22108	718700	1019976.0
1900556	282372	22124	718604	1023100.0
1900556	282224	22156	718612	1022992.0
1900556	271148	22172	718616	1011936.0
1900556	277280	22220	718640	1018140.0
1900556	280240	22284	718032	1020556.0
1900556	311124	22324	709840	1043288.0
1900556	304712	22356	710076	1037144.0
1900556	281712	22380	710248	1014340.0
1900556	311860	22400	700748	1035008.0
1900556	313408	22436	700996	1036840.0
1900556	311524	22444	701092	1035060.0
1900556	322336	22508	701076	1045920.0
1900556	322376	22548	701004	1045928.0
1900556	323604	22604	700964	1047172.0
1900556	328092	22628	700972	1051692.0
1900556	329340	22636	700972	1052948.0
1900556	321804	22656	700772	1045232.0
1900556	306096	22696	700884	1029676.0
1900556	273640	22704	700936	997280.0
1900556	247988	22728	700920	971636.0
1900556	219320	22736	700920	942976.0
1900556	313024	22744	700920	1036688.0
1900556	324164	22768	700908	1047840.0
1900556	316752	22792	701580	1041124.0
1900556	314408	22800	701780	1038988.0
1900556	319024	23008	701900	1043932.0
1900556	312788	23416	702296	1038500.0
1900556	313020	23424	702440	1038884.0
1900556	295744	23816	702576	1022136.0
1900556	304072	23816	702716	1030604.0
1900556	303012	23964	702868	1029844.0
1900556	304100	24064	703344	1031508.0
1900556	303300	24096	703472	1030868.0
1900556	298644	24128	703540	1026312.0
1900556	297128	24344	703952	1025424.0
1900556	296400	24392	704312	1025104.0
1900556	237516	24408	704436	966360.0
1900556	207900	24424	704540	936864.0
1900556	177784	24432	704540	906756.0
1900556	147556	24448	704644	876648.0
1900556	117880	24472	704716	847068.0
1900556	88808	24496	704752	818056.0
1900556	59440	24512	704972	788924.0
1900556	38960	21072	699888	759920.0
1900556	272396	19760	697236	989392.0
1900556	268644	19776	697288	985708.0
1900556	258960	19784	697288	976032.0
1900556	267404	19832	697740	984976.0
1900556	263644	19856	697932	981432.0
1900556	270272	19864	697892	988028.0
1900556	262604	19880	697908	980392.0
1900556	269508	19904	697996	987408.0
1900556	271868	19904	698004	989776.0
1900556	269640	19912	698004	987556.0
1900556	272824	19920	698116	990860.0
1900556	267700	19940	698316	985956.0
1900556	272528	19956	698336	990820.0
1900556	271532	19956	698368	989856.0
1900556	272360	19972	698580	990912.0
1900556	253316	19988	698540	971844.0
1900556	271708	20012	699468	991188.0
1900556	258468	20276	703636	982380.0
1900556	265232	20292	703788	989312.0
1900556	266244	20300	703860	990404.0
1900556	264244	20316	703964	988524.0
1900556	265428	20332	704068	989828.0
1900556	245068	20436	719072	984576.0
1900556	225472	20476	725244	971192.0
1900556	217688	20484	726860	965032.0
1900556	214540	20520	728268	963328.0
1900556	213368	20528	732524	966420.0
1900556	215620	20552	732696	968868.0
1900556	211020	20588	732920	964528.0
1900556	141856	20612	737296	899764.0
1900556	149076	20636	737244	906956.0
1900556	142460	20660	737416	900536.0
1900556	132700	20684	739760	893144.0
1900556	142364	20700	739824	902888.0
1900556	122600	20716	728672	871988.0
1900556	202468	20748	728648	951864.0
1900556	183296	20772	728648	932716.0
1900556	203308	20796	728664	952768.0
1900556	189416	20836	728672	938924.0
1900556	209396	20844	728672	958912.0
1900556	193296	20844	728672	942812.0
1900556	163784	21140	743780	928704.0
1900556	161008	21148	743780	925936.0
1900556	156616	21160	743956	921732.0
1900556	156956	21176	743948	922080.0
1900556	165708	21184	743944	930836.0
1900556	165348	21208	744008	930564.0
1900556	215512	21256	716428	953196.0
1900556	177716	21304	729920	928940.0
1900556	149032	21340	731476	901848.0
1900556	143444	21372	731740	896556.0
1900556	160720	21760	737912	920392.0
1900556	159336	21784	738016	919136.0
1900556	139044	21784	738016	898844.0
1900556	170352	21808	737996	930156.0
1900556	150592	21876	754784	927252.0
1900556	145060	21900	754880	921840.0
1900556	151812	21996	754868	928676.0
1900556	158944	22012	754884	935840.0
1900556	158460	22020	754884	935364.0
1900556	147984	22096	764868	934948.0
1900556	136852	22128	772148	931128.0
1900556	142300	22144	772252	936696.0
1900556	142684	22144	773272	938100.0
1900556	149932	22160	773288	945380.0
1900556	149912	22160	773288	945360.0
1900556	149592	22160	773288	945040.0
1900556	150504	22160	773288	945952.0
1900556	150580	22160	773288	946028.0
1900556	151580	22160	773288	947028.0
1900556	151176	22168	773304	946648.0
1900556	151096	22168	773304	946568.0
1900556	151064	22176	773304	946544.0
1900556	151344	22176	773304	946824.0
1900556	150612	22184	773304	946100.0
