MemTotal	MemFree	Buffers	Cached	RealFree
1900556	1107788	9440	281672	1398900.0
1900556	1087384	9704	284924	1382012.0
1900556	1062544	10008	286116	1358668.0
1900556	1068360	10056	286248	1364664.0
1900556	1057836	10212	286396	1354444.0
1900556	1031300	10332	286528	1328160.0
1900556	1037616	10416	286904	1334936.0
1900556	1039528	10520	287732	1337780.0
1900556	1038460	10584	287776	1336820.0
1900556	1034500	10584	287796	1332880.0
1900556	1029052	10600	287796	1327448.0
1900556	1023976	10752	287792	1322520.0
1900556	1022272	10984	288180	1321436.0
1900556	1022148	11160	288232	1321540.0
1900556	1023336	11184	288332	1322852.0
1900556	1015324	11424	289156	1315904.0
1900556	1001244	11596	289228	1302068.0
1900556	1001196	11756	289240	1302192.0
1900556	1001404	11924	289264	1302592.0
1900556	997972	12060	289268	1299300.0
1900556	988028	12296	289340	1289664.0
1900556	975668	12320	289432	1277420.0
1900556	954944	12544	290100	1257588.0
1900556	945460	12552	290116	1248128.0
1900556	941144	12752	290360	1244256.0
1900556	923900	13320	291132	1228352.0
1900556	922292	13368	291152	1226812.0
1900556	920900	13604	291264	1225768.0
1900556	909816	13840	291620	1215276.0
1900556	904808	13884	291660	1210352.0
1900556	880000	14080	292180	1186260.0
1900556	888560	14192	292164	1194916.0
1900556	869548	14580	292364	1176492.0
1900556	874768	14620	292400	1181788.0
1900556	896196	14628	293212	1204036.0
1900556	890964	14660	293256	1198880.0
1900556	895832	14668	293252	1203752.0
1900556	888240	14764	293256	1196260.0
1900556	884948	14772	293256	1192976.0
1900556	887228	14820	293268	1195316.0
1900556	875876	14940	293260	1184076.0
1900556	822712	15416	312444	1150572.0
1900556	823788	15424	312448	1151660.0
1900556	817600	15480	312476	1145556.0
1900556	810700	15504	312464	1138668.0
1900556	806660	15616	312484	1134760.0
1900556	801424	15688	313728	1130840.0
1900556	803064	15696	313728	1132488.0
1900556	802632	15696	313728	1132056.0
1900556	800156	15696	313728	1129580.0
1900556	800964	15800	313720	1130484.0
1900556	811236	15832	313728	1140796.0
1900556	821260	15936	313680	1150876.0
1900556	820012	16032	313732	1149776.0
1900556	804572	16152	313740	1134464.0
1900556	800144	16240	313740	1130124.0
1900556	772948	16384	316704	1106036.0
1900556	773524	16400	317052	1106976.0
1900556	780400	16456	317400	1114256.0
1900556	780044	16456	318124	1114624.0
1900556	779448	16456	318124	1114028.0
1900556	780116	16456	318128	1114700.0
1900556	780156	16472	318128	1114756.0
1900556	754304	16620	325792	1096716.0
1900556	762984	16652	325792	1105428.0
1900556	746484	16700	326020	1089204.0
1900556	713624	16836	334608	1065068.0
1900556	709328	16852	335152	1061332.0
1900556	707776	16852	335344	1059972.0
1900556	706720	16956	335344	1059020.0
1900556	707440	16964	335344	1059748.0
1900556	705816	17020	335304	1058140.0
1900556	704868	17028	336508	1058404.0
1900556	704776	17052	336508	1058336.0
1900556	703484	17108	336468	1057060.0
1900556	704064	17148	336508	1057720.0
1900556	704468	17156	336508	1058132.0
1900556	704444	17268	336508	1058220.0
1900556	703408	17332	336580	1057320.0
1900556	703144	17444	336648	1057236.0
1900556	702560	17460	336648	1056668.0
1900556	693924	17500	336652	1048076.0
1900556	702024	17508	336652	1056184.0
1900556	697548	17692	336668	1051908.0
1900556	683892	18076	336912	1038880.0
1900556	690184	18204	336920	1045308.0
1900556	705684	18356	336936	1060976.0
1900556	726412	18372	336940	1081724.0
1900556	711476	18396	336948	1066820.0
1900556	704548	18532	336916	1059996.0
1900556	726452	18588	336956	1081996.0
1900556	704752	18664	337712	1061128.0
1900556	696552	18716	339308	1054576.0
1900556	707064	18796	339880	1065740.0
1900556	707328	18836	339880	1066044.0
