Vss	Rss	Pss	Uss
2295288	392524	340174	330600
2293176	392212	339862	330288
2293176	392204	339854	330280
2293176	392216	339866	330292
2290008	392040	339690	330116
2313000	394232	341860	332260
2333412	395560	343188	333588
2347520	403520	351148	341548
2347920	407496	355100	345496
2341652	407032	354643	345036
2358476	407788	355383	345776
2343520	409696	357226	347612
2347724	410144	357680	348068
2343720	410316	357853	348240
2338284	408864	356477	346868
2352960	411372	358963	349352
2351260	410100	357661	348048
2375996	415192	362823	353272
2383672	415792	363414	353864
2387160	415180	362783	353232
2362632	415316	362934	353384
2373440	416548	364167	354616
2373572	416640	364274	354724
2370744	416288	363898	354348
2371976	415968	363574	354012
2371888	415868	363492	353944
2370916	414232	361860	352312
2383816	414944	362591	353044
2362320	416340	363970	354420
2375244	420128	367788	358240
2382020	427228	374913	365372
2388124	426248	373904	364348
2400164	436976	384404	374652
2396540	443028	390675	381116
2406216	448316	395975	386420
2399188	446188	393843	384292
2412664	450648	397922	388340
2413552	450832	398358	388896
2415268	450448	397985	388524
2417288	455636	403170	393708
2416288	459588	407118	397656
2412540	460568	408097	398636
2419628	463232	410762	401300
2411544	464488	412002	402540
2413416	464604	412118	402656
2413008	466908	414414	404952
2421132	468696	416193	406732
2413148	469760	417241	407780
2420360	468696	416157	406696
2410484	469748	417229	407764
2410512	467960	415432	405968
2410008	470024	417487	408016
2416532	469496	416971	407500
2428820	471376	418878	409408
2420288	470816	418327	408856
2420288	470788	418293	408816
2419200	471540	419083	409612
2419200	471784	419331	409860
2422868	476648	424195	414724
2424472	474292	421827	412360
2429016	474124	421626	412156
2421900	473760	421274	411804
2424968	474780	422329	412864
2418656	474584	422132	412668
2427532	474756	422305	412840
2419740	474616	422165	412700
2423996	474208	421713	412240
2416868	474300	421781	412312
2424980	473680	421144	411668
2425136	473908	421397	411928
2446824	476344	423582	413868
2431576	477848	425265	415736
2433612	479828	427300	417832
2434320	478176	425633	416156
2434588	478896	426353	416868
2434140	479612	427136	417668
2437736	479676	427180	417712
2438132	478792	426265	416796
2438020	479072	426561	417092
2433332	478700	426197	416728
2442272	479064	426549	417080
2433428	478232	425761	416292
2432712	477752	425301	415836
2432184	478176	425725	416260
2431984	478152	425701	416236
2437328	477304	424845	415380
2430480	477568	425089	415620
2432016	478176	425704	416236
2431304	478360	425862	416352
2432420	478560	426089	416620
2447940	479916	427452	417984
2435164	479220	426770	417304
2432992	478960	426489	417012
2434812	478424	425981	416532
2432248	478832	426382	416932
2432400	478864	426440	416992
2431776	478956	426496	417040
2431636	478880	426436	416976
2432748	479352	426900	417436
2448268	479872	427203	417536
2430632	479184	426684	417212
2444392	479808	427313	417844
2431280	478832	426254	416800
2431336	478820	426214	416748
2431204	478984	426394	416944
2422592	456276	403631	394164
2423084	456520	403888	394432
2411748	452944	400306	390848
2422924	455896	403264	393808
2423484	457696	404802	395096
2417700	457508	404869	395412
2418032	459256	406615	397156
2436584	460592	407881	398376
2437640	460876	408223	398764
2452676	474872	422117	412656
2456716	476540	423890	414432
2457784	476392	423746	414288
2471484	478072	425414	415956
2450968	477512	424842	415376
2466372	482320	429639	420172
2457448	480544	427882	418416
2457536	481236	428548	419068
2457496	481544	428877	419412
2464600	482084	429414	419948
2464544	482060	429390	419924
2467564	483192	430522	421056
2467252	485844	433174	423708
2448536	484748	432096	422628
2454340	485252	432592	423124
2455088	485692	433065	423596
2453244	483856	431275	421808
2454264	484504	431928	422460
2453868	484192	431613	422144
2462380	482656	430077	420608
2444600	482320	429741	420272
2465736	484112	431533	422064
2468676	482936	430357	420888
2451776	483812	431233	421764
2451112	483300	430721	421252
2471880	492820	440239	430772
2462032	492612	440033	430564
2471924	490576	437997	428528
2462736	490556	437977	428508
2468920	489212	436633	427164
2463700	491572	438993	429524
2465148	489560	436981	427512
2465500	490008	437429	427960
2455156	489764	437177	427708
2462436	489576	436997	427528
2463784	490020	437441	427972
2454564	490036	437457	427988
2465208	489304	436725	427256
2468256	489764	437185	427716
2453876	488852	436273	426804
2451668	479976	427396	417928
2453516	479676	427119	417632
2449824	479536	426979	417492
2460984	479908	427351	417864
2445788	479560	427003	417516
2455128	482148	429590	420104
2449856	484876	432319	422832
2453104	484604	432046	422560
2462444	488040	435483	425996
2468324	492184	439627	430140
2467988	489520	436963	427476
2447384	482312	429754	420268
2458152	481824	429262	419772
2461204	486824	434258	424768
2468988	483796	431230	421740
2469604	474152	421586	412096
2451568	470760	418196	408708
2425868	448556	395786	386092
2425232	450048	397278	387584
2427048	449616	396847	387152
2392612	433852	381083	371388
2411896	434632	381862	372168
2417904	434632	381862	372168
2412124	427980	375210	365516
2410484	427368	374599	364904
2421732	435000	382231	372536
2419512	431068	378287	368592
2420044	432200	379413	369720
2421052	432308	379529	369836
2427732	432412	379586	369884
2433080	433744	380898	371204
2399904	435072	382211	372516
2407740	437008	384131	374416
2407984	437616	384759	375064
2416508	449296	396411	386712
2424528	456952	404084	394384
2415004	456036	403165	393460
2414664	459944	407016	397248
2478596	464176	411283	401576
2480344	464924	412050	402344
2493044	466116	413238	403532
2459044	471312	418426	408708
2467236	477640	424766	415060
2486852	482984	430109	420400
2445804	472796	419922	410216
2460600	479200	426303	416584
2468624	490784	437909	428204
2463068	496916	444035	434324
2459768	497504	444630	434924
2460892	500468	447594	437888
2462800	510572	457696	447992
2469860	511524	458634	448912
2474328	515856	462730	452768
2473104	514948	461818	451856
2466520	512120	459239	449528
2477112	511332	458454	448748
2466584	512104	459237	449532
2466644	510904	458026	448320
2487760	511780	458880	449176
2481420	510640	457765	448060
2479776	507464	454588	444884
2479936	507868	454980	445264
2481348	509804	456946	447240
2459188	505452	452782	443284
2468928	507364	454677	445172
2466992	506868	454211	444712
2466904	505544	452880	443384
2478464	503552	450886	441388
2478316	503460	450795	441296
2477476	483268	430530	421028
2479904	489044	436362	426844
2479952	490112	437458	427960
2479684	490096	437435	427936
2475344	498880	446203	436696
2482868	499104	446407	436900
2488180	512064	459347	449804
2487004	516312	463611	454080
2486988	516764	464099	454584
2486836	515984	463303	453780
2500320	516756	464089	454572
2509952	512048	459377	449864
2491840	512252	459562	450044
2493636	513936	461243	451724
2535544	514592	461834	452312
2532536	514532	461841	452320
2533348	514676	461984	452464
2518728	513480	460779	451248
2526344	516568	463880	454360
2532888	515880	463189	453668
2516612	515688	462992	453472
2516636	519200	466508	456988
2513612	518868	466160	456624
2513612	518128	465444	455924
2512272	516516	463825	454304
2513512	516804	464112	454592
2511420	518016	465317	455788
2516428	498616	445925	436404
2289608	401144	348453	338932
2296672	409356	356679	347160
2317376	405676	352978	343444
2320104	404224	351500	341964
2346208	403852	351161	341636
2367432	404636	351942	342416
2379036	404524	351824	342296
2402024	406436	353712	344168
2367128	408196	355456	345908
2298428	409432	356709	347160
2296344	409300	356577	347028
2291136	408532	355808	346260
2289224	408912	356183	346628
2298492	407848	355130	345580
2287936	397080	344353	334796
2303332	399376	346649	337100
2307420	403116	350371	340804
2309792	403568	350595	340796
1496148	47824	11623	8940
1555780	84236	41317	37132
1641288	100088	54764	49960
1659500	107420	61853	56988
1675012	112040	66199	61228
1685016	110840	64994	60004
1693832	118520	72489	67448
1693868	125628	79518	74464
1695724	125592	79483	74428
1699744	124444	78330	73272
1699828	126788	80603	75504
1719004	131336	84999	79832
1721280	132384	86013	80820
1720900	133332	86912	81708
1721916	139884	93340	88076
1723368	140964	80126	60584
1696524	136264	89708	84440
1695484	138388	91839	86572
1695808	141560	95000	89728
1703728	142656	96094	90820
1700900	138672	92111	86836
1700784	140140	93579	88304
1700904	139956	93380	88088
1706656	146144	99584	94308
1707780	144924	98337	93056
1707848	145284	98655	93340
1708784	144600	97941	92640
1706832	145388	98754	93428
1706832	145632	99015	93704
1709320	147788	101086	95736
1710444	147688	100984	95628
1714892	149132	102401	97028
1725072	164000	117260	111888
1726412	165104	118356	112976
1729628	165548	118804	113424
1747604	163000	116216	110808
1750792	164840	118080	112696
1752164	167976	121201	115812
1640412	100156	55153	50272
1644820	105152	59852	54880
1670340	116296	70901	65876
1671552	119400	73963	68904
1681168	122688	77155	72016
1691492	122112	76561	71416
1669292	125460	79114	73756
1670688	131048	84685	79304
1679924	135136	88454	83064
1673808	135016	88269	82856
1687668	136276	89502	84080
1693464	135840	89157	83828
1693820	128516	81830	76504
1693864	130600	83936	78620
1697836	131288	59740	29704
1697896	132692	86023	80708
1695816	132608	85927	80600
1695748	139988	93280	87932
1713388	152424	105729	100400
1714344	142252	95548	90212
1714344	141116	94421	89092
1716732	144244	97548	92220
1716732	144188	97488	92160
1716732	144380	97677	92348
1714620	145240	98532	93192
1719524	149172	102405	97052
1719604	147844	101010	95636
1721880	149120	102270	96880
1721756	148844	102015	96640
1724476	149440	102606	97232
1727524	149484	102650	97276
1728060	151772	104922	99528
1728060	151772	104922	99528
1747100	156364	109529	104148
1746932	155880	108934	103500
1747112	155460	108514	103080
1747128	157184	110244	104812
1746644	156752	109806	104372
1746804	157144	110197	104764
1745736	155728	108783	103348
1752652	157808	110843	105384
1753884	159772	112799	107332
1755380	160808	113838	108376
1785564	162212	115224	109744
1784588	162116	115129	109648
1792772	161808	114822	109340
1788320	161772	114773	109288
1722848	165524	118006	112252
1721064	164716	117207	111452
1729776	172096	124528	118740
1748728	175532	127961	122168
1747664	175260	127707	121924
1747764	175532	127968	122184
1751064	177932	130361	124572
1771568	179040	131464	125672
1772848	174432	126868	121084
1783288	180728	133148	127348
1783328	181552	133900	128060
1782876	181532	133867	128024
1781952	181696	134043	128208
1787020	177816	130180	124356
1786092	180192	132549	126724
1790016	188620	140969	135132
1790084	189440	141798	135968
1798272	181188	133448	127608
1789056	180960	133312	127476
1786832	181276	133632	127808
1779440	180476	132832	127008
1779888	180588	132945	127120
1780728	184076	136433	130600
1795396	190760	143107	137276
1804692	191432	143779	137948
1798036	191764	144109	138276
1799228	191604	143949	138116
1799216	192508	144852	139012
1811564	193440	145771	139928
1812660	195140	147451	141600
1804480	195052	147358	141492
1864388	212692	164304	157840
2139348	229760	180337	172952
2142340	230340	180919	173532
2143248	230284	180811	173408
2140200	230532	181059	173648
2140232	230916	181463	174060
2141392	231732	182272	174868
2142308	231492	182040	174636
2104248	233948	184468	177052
2118112	234524	185048	177632
2123012	234748	185273	177856
2114856	233508	184025	176608
2115072	233760	184277	176860
2120160	232800	183309	175884
2137676	235652	186126	178652
2141736	234896	185354	177872
2142948	236888	187347	179868
2169228	245204	195411	187672
2163788	244872	195307	187804
2163908	245364	195783	188264
2163368	246740	197175	189672
2162960	246052	196484	188968
2163064	246304	196736	189220
2162928	246420	196840	189320
2166108	245592	196015	188484
2172424	247616	198024	190492
2175204	249184	199598	192068
2177760	252240	202666	195148
2178740	251864	202284	194764
2182388	252680	203086	195552
2182028	253188	203586	196052
2188136	253360	203766	196232
2180760	254504	204880	197332
2178648	254068	204442	196884
2178648	254232	204605	197048
2189652	255256	205644	198104
2182892	255236	205621	198076
2186072	257124	207510	199964
2189072	257828	208217	200672
2194928	260592	210965	203408
2200104	269112	219377	211708
2207308	270208	220473	212804
2206648	270672	220949	213292
2206592	269544	219821	212164
2204100	274160	224436	216780
2204064	275280	225556	217900
2204740	280392	230661	222996
2209980	282724	232989	225320
2204356	284948	235205	227528
2203644	281468	231728	224052
2203992	271484	221758	214088
2200028	261832	212098	204428
2196404	261324	211590	203920
2198976	262304	212566	204900
2202124	264464	214728	207060
2149040	267840	218093	210412
2152328	269388	219649	211980
2151288	272980	223244	215576
2158820	277128	227393	219724
2167236	280064	230309	222640
2167204	281208	231470	223796
2167284	281264	231526	223852
2144420	279724	229982	222304
2158540	265272	215518	207828
2183284	273180	223438	215744
2199532	285776	236003	228296
2198376	286844	237063	229352
2230812	291932	242148	234436
2188148	292320	242492	234756
2196784	291684	241876	234140
2183980	291064	241263	233536
2192444	292156	242341	234612
2202228	290400	240608	232880
2224704	296044	246239	238512
2248008	305408	255099	246880
2252320	314464	264159	255936
2256088	315972	265648	257404
2255980	316220	265900	257668
2259216	318480	268159	259928
2259588	319080	268759	260528
2257792	323924	273587	265340
2264708	326332	276028	267796
2257264	327272	276935	268680
2255492	320620	270291	262048
2255264	320488	270156	261912
2252760	319876	269548	261308
2253508	319436	269092	260836
2252076	320080	269763	261532
2251552	319260	268939	260708
2251540	320988	270651	262404
2251664	321424	271103	262872
2251360	320540	270218	261988
2250272	320572	270243	262008
2250272	320632	270304	262068
2250952	320620	270260	261996
2255512	319848	269525	261288
2256308	320116	269788	261552
1555360	81320	39392	35240
1572024	82072	39221	34908
1572024	82072	39221	34908
1572024	82088	39234	34924
1572064	82208	39354	35044
1572064	82208	39354	35044
1571008	82076	39222	34912
1567840	81804	38950	34640
1567840	81804	38950	34640
1567840	81804	38950	34640
1566784	81796	38942	34632
1566784	81796	38942	34632
1564672	81776	38922	34612
1564672	81776	38922	34612
1646968	101232	56053	51128
1681816	136604	90731	85520
1683052	128400	82514	77296
1684260	130164	84290	79076
1683316	132188	86304	81088
1682976	129288	83380	78136
1690260	131212	85421	80292
1687888	131912	86103	80972
1689156	131096	85257	80112
1690764	133732	87863	82720
1698788	135520	89643	84500
1699240	132220	86309	81156
1699240	133172	87282	82124
1699392	133424	87533	82372
1699552	134756	88491	83296
1705676	136824	90607	85412
1705540	135792	89549	84360
1707948	136192	89966	84764
1708092	137484	91232	86024
1708024	137776	91523	86308
1707740	137436	91222	86024
1708776	135868	89650	84452
1708776	135628	89411	84212
1709040	135900	89652	84444
1709040	136032	89784	84576
1712224	137900	91654	86452
1712444	140440	94176	88968
1710228	143180	96933	91732
1712912	144640	98156	92880
1712916	144936	98394	93104
1712928	145124	98572	93280
1713016	144484	97933	92640
1712204	146632	100017	94716
1711984	146428	99805	94504
1715048	146956	100331	95032
1715328	141692	95056	89744
1714396	143216	96568	91264
1732416	144808	98160	92856
1731740	146364	99588	94240
1731168	145504	98727	93380
1736680	146036	99268	93920
1735712	145216	98440	93092
1735324	144944	98167	92820
1734544	144904	98097	92724
1736064	146616	99807	94432
1743748	149384	102591	97232
1744636	152016	105218	99856
1748080	152780	105995	100632
1770616	164860	117909	112472
2115564	190008	140371	133232
2117416	204228	152995	144916
2010204	190596	140541	132892
2024560	190996	140956	133320
2037604	193128	143089	135444
2048396	191572	141503	133848
2033960	191492	141411	133756
2033972	191792	141720	134064
2035484	192336	142260	134604
2035608	193256	143164	135496
2038656	192776	142695	135040
2057892	204816	154723	147048
2057752	207312	157222	149568
2059932	208008	157927	150272
2058876	207520	157439	149784
2056632	206864	156783	149128
2074884	207520	157422	149760
2072520	206040	155954	148292
2081656	207328	157214	149540
2073964	207508	157388	149704
2073020	207596	157472	149788
2074012	209016	158853	151160
2074272	208596	158480	150796
2074632	204040	153923	146240
2078168	217780	167664	159980
2083628	229052	178923	171236
2083748	234420	184278	176580
2083748	238584	188444	180744
2082692	246368	196227	188528
2081636	250580	200423	192724
2081636	256336	206195	198496
2081636	259824	209682	201984
2081632	264184	214038	206336
2077496	264152	214009	206304
2076260	264284	214141	206436
2076272	266264	216127	208424
2074764	263556	140554	60152
2074764	263556	140554	60152
2079228	263536	213416	205728
2071120	263804	213677	205988
2084752	218536	168408	160708
2087676	219304	169164	161464
2085716	219528	169412	161728
2088588	221536	171408	163724
2088540	221524	171397	163712
2091976	224936	174548	166604
2088848	224756	174376	166432
2084988	222328	172188	164492
2084460	222300	172171	164484
2084840	222032	171899	164212
2092872	222644	172493	164804
2087008	223636	173498	165804
2086268	226512	176360	168664
2090436	226024	175868	168164
2089720	225104	174969	167272
2096412	226204	176062	168364
2096532	228196	178025	170304
2059800	229036	178840	171108
2059680	229812	179628	171908
2058624	230280	180092	172372
2056576	230356	180172	172452
2056568	230272	180089	172368
2055528	230272	180089	172368
2058724	231168	180979	173260
2059148	233032	182832	175096
2059164	237700	187503	179772
2057052	242752	192557	184824
2056512	243352	193177	185456
2057552	241600	191407	183676
2055176	241824	191648	183928
2055176	240952	190777	183056
2055304	230576	180377	172640
2055432	229520	179345	171624
2055608	231784	181601	173880
2055828	234064	183865	176128
2054944	233792	183609	175888
2054796	231644	181452	173716
2053728	229432	179236	171504
2051348	229212	179030	171304
2053528	230336	180117	172380
2063964	232240	182019	174280
2065756	231712	181491	173752
2066208	230872	180651	172912
2065876	230688	180466	172728
2065580	230416	180202	172464
2064524	230504	180284	172540
2063232	230416	180203	172464
2062984	230080	179847	172096
2061500	230056	179818	172068
2062764	231292	181068	173312
2061212	228936	178711	170960
2061220	227460	177221	169468
2060056	226672	176446	168692
2061156	227324	177098	169344
2058204	227584	177350	169596
2059144	226760	176526	168772
2058984	228508	178298	170544
2059376	226932	176705	168952
2064520	228412	178177	170424
2064520	227880	177646	169892
2064688	227416	177182	169428
2065784	228360	178133	170376
2067396	230652	180416	172648
2084380	230404	180160	172392
2113444	243892	193499	185596
2113268	245420	195015	187104
2129348	249356	198935	191008
2129348	253060	202631	194704
2141308	258852	208402	200464
2141408	259008	208559	200620
2147376	258720	208248	200292
2140564	259216	208775	200836
2108148	241300	190859	182920
2111548	240616	190151	182188
2106920	236696	186228	178268
2111664	241232	190782	182836
2111684	242564	192111	184164
2120200	243548	192833	184800
2113976	245252	194502	186468
2115012	247332	196655	188628
2114796	248156	197466	189428
2115760	250124	199420	191368
2129088	250828	200141	192104
2097100	249044	198345	190308
2100000	252660	201982	193944
2096964	252044	201362	193324
2098104	251272	200582	192544
2098000	252448	201745	193696
2115380	258140	207450	199412
2115372	257500	206816	198780
2116020	258116	207431	199392
2110048	252176	201491	193448
2112484	254644	203918	195844
2129360	256808	205997	197836
2129580	259624	208810	200648
2133700	259940	209118	200948
2138072	259504	208684	200508
2152312	260352	209519	201340
2157404	263120	211730	203272
2154288	263792	212391	203916
2154176	262132	210724	202248
2150752	260964	209572	201112
2119200	261896	210496	202028
2114204	263264	211859	203388
2113288	261516	210124	201664
2132464	264044	212652	204192
2138420	265772	214364	205888
2146416	268672	217080	208456
2176444	271708	220128	211488
2177020	273768	222197	213564
2177956	274084	222514	213880
2178636	275264	223694	215044
2184464	280928	229358	220716
2188240	283036	231463	222816
2187892	285880	234295	225636
2187980	286956	235375	226728
2189068	289172	237586	228928
2197036	296712	245117	236452
2195760	297200	245622	236972
2202464	298800	247230	238580
2211624	300836	249258	240608
2216596	302584	251014	242364
2219048	301912	250334	241684
2228864	307444	255873	247224
2228996	308080	256502	247852
2229300	314940	263352	254692
2226636	322556	271180	262732
2225616	321852	270464	262004
2223892	321052	269676	261228
2222980	323340	271952	263492
2222836	328176	276800	268352
2233424	335496	284107	275660
2232492	338480	287112	278664
2230608	345672	294296	285840
2229512	344872	293485	285032
2231296	347912	296518	288060
2231552	349328	297940	289480
2229752	347656	296285	287832
2228976	348224	296836	288384
2230100	351944	300553	292100
2231844	341972	290582	282128
2236764	344192	292802	284348
2228556	344748	293361	284904
2227188	345344	293954	285500
2226244	346240	294850	286396
2226952	346812	295422	286968
2231656	347536	296127	287700
2227540	349508	298091	289664
2227568	349748	298339	289912
2237956	349828	298395	289952
2231548	349712	298279	289836
2230368	349708	298298	289872
2250952	351624	300211	291784
2245408	352336	300896	292468
2237404	352908	301491	293064
2237468	354096	302678	294252
2237880	354868	303403	294968
2246240	355184	303767	295340
2238032	358312	306894	298468
2239692	357620	306194	297756
2238428	358176	306748	298308
2241056	358468	307051	298624
2241956	359968	308543	300108
2240132	358564	307148	298720
2240296	359540	308117	299684
2240132	359524	308107	299680
2241948	359272	307864	299436
2239816	359948	308539	300112
2238892	360776	308599	300172
2238920	360304	308895	300468
2239044	360316	308868	300416
2235388	358324	306915	298480
2235404	358252	306836	298408
2248136	360296	308879	300452
2237484	359136	307719	299292
2246260	360960	309531	301104
2238216	361948	310530	302104
2251432	362588	311162	302736
2243812	363684	312266	303840
2246200	363128	311709	303276
2246432	362932	311515	303088
2255504	365460	314042	305616
2248348	366456	315047	306620
2251176	368944	317527	309100
2251148	368588	317163	308728
2248476	370004	318585	310148
2249020	370532	319105	310668
2249508	372584	321167	312740
2249488	372252	320826	312392
2250236	372792	321364	312924
2249596	373472	322056	313628
2249552	372708	321303	312876
2253700	373944	322539	314112
2258928	370592	319183	310756
2258252	374340	322879	314428
2258372	374440	323031	314604
2258108	374048	322621	314184
2261708	376292	324875	316448
2261964	376504	325083	316652
2261436	378112	326703	318276
2261820	378824	327407	318980
2261984	379432	328003	319564
2261832	379496	327653	319216
2258456	376524	325114	316688
2258324	376516	325100	316664
2256784	375064	323610	315164
2255068	376460	325031	316584
2254812	376196	324767	316340
2254956	376440	325015	316572
2254812	375024	323603	315176
2254904	376944	325535	317108
2256704	376756	325355	316928
2257240	376948	325531	317104
2257272	375680	324264	315836
2256712	376916	325489	317056
2256712	376620	325195	316764
2263588	375832	324415	315988
2263608	376124	324708	316280
2265316	377592	326174	317740
2265764	377460	326043	317616
2265632	377456	326040	317612
2265388	377732	326315	317888
2265364	376316	324895	316468
2265764	380060	328643	320216
2266408	380496	329079	320652
2266672	380644	329227	320800
2266540	380048	328621	320184
2265344	379100	327692	319264
2261932	379840	328430	320004
2260732	379848	328431	320004
2260732	381788	330363	321936
2268912	381464	330054	321628
2260996	382636	331211	322780
2260856	381984	330575	322148
2260592	382756	331335	322908
2260732	381936	330518	322092
2261536	382240	330822	322396
2260732	383196	331774	323348
2261292	383576	332159	323732
2261128	381976	330559	322132
2260752	381612	330189	321756
2260732	383388	331971	323544
2260732	383436	332015	323584
2262348	383692	332276	323848
2259484	375248	323824	315388
2259460	373720	322291	313848
2259444	374984	323575	315148
2259188	373576	322156	313728
2259464	375252	323819	315376
2259472	375180	323763	315336
2259320	373584	322167	313740
2257344	374856	323427	314980
2255748	374376	322963	314536
2254960	374556	323143	314716
2254956	373076	321666	313240
2265032	375132	323719	315292
2255756	375036	323619	315192
2255656	374708	323300	314872
2255988	374776	323394	314960
2255832	374512	323159	314732
2255968	373544	322208	313780
2254884	374684	323333	314908
2258076	374220	322855	314424
2258068	374720	323369	314936
2258192	374704	323367	314940
2257808	373504	322167	313740
2257788	374528	323192	314764
2257944	374596	323234	314808
2257936	374560	323206	314780
2257928	374808	323462	315036
2257788	374484	323145	314720
2258184	374972	323635	315208
2258052	374820	323483	315056
2257128	374728	323391	314964
2255940	374580	323218	314792
2253960	374728	323392	314964
2253960	375256	323920	315492
2253300	374804	323468	315040
2254244	375192	323854	315428
2252772	374696	323360	314932
2252772	374716	323378	314952
2253308	375172	323828	315400
2261812	375200	323794	315360
2261512	376020	324676	316248
2261220	375240	323904	315476
2260428	376112	324776	316348
2261616	375400	324064	315636
2262556	376272	324926	316500
2260580	375944	324611	316184
2263492	373196	321853	313428
2263580	372376	321037	312612
2256248	374072	322722	314296
2254028	373304	321971	313544
2254556	373568	322234	313808
2253400	374320	322985	314560
2259772	374388	323028	314604
2259808	374364	323014	314588
2259900	374572	323201	314764
2268164	376220	324886	316460
2268160	376316	324975	316548
2261652	376540	325206	316780
2263640	376624	325289	316864
2261736	378136	326781	318352
2262116	378760	327389	318956
2270272	379212	327834	319400
2263152	379636	328266	319828
2262392	379980	328630	320204
2264952	378608	327258	318832
2262972	378608	327251	318816
2260824	378084	326750	318324
2261220	380256	328923	320496
2260032	380756	329422	320996
2260032	380796	329462	321036
2263124	381164	329831	321404
2263124	381708	330374	321948
2263880	382344	331010	322584
2264028	381324	329991	321564
2264028	383388	332054	323628
2271452	384676	333301	324868
2273268	385168	333810	325384
2270180	382664	331330	322904
2268964	381512	330178	321752
2270768	381948	330615	322188
2270748	383348	332010	323584
2267712	384036	332702	324276
2267692	384092	332755	324332
2271820	384872	333529	325104
2271800	385216	333866	325440
2271792	385264	333921	325492
2270244	383520	332187	323760
2268264	381764	330431	322004
2268264	383292	331959	323532
2268284	382372	331038	322612
2272516	384548	333188	324764
2281792	384952	333556	325124
2273608	384792	333398	324972
2273608	384772	333370	324936
2273348	384332	332938	324504
2273208	384340	332941	324516
