MemTotal	MemFree	Buffers	Cached	RealFree
1900556	1070384	9916	283484	1363784.0
1900556	1041824	10356	285348	1337528.0
1900556	1046128	10464	286732	1343324.0
1900556	1025184	10496	286904	1322584.0
1900556	1018000	10612	286956	1315568.0
1900556	1030884	10652	286988	1328524.0
1900556	1029256	10700	286988	1326944.0
1900556	1025104	10796	288848	1324748.0
1900556	1027180	10828	288848	1326856.0
1900556	1028484	10972	288848	1328304.0
1900556	1027560	11060	288852	1327472.0
1900556	998220	11240	289148	1298608.0
1900556	988844	11424	289204	1289472.0
1900556	983452	11744	289588	1284784.0
1900556	988280	11784	289588	1289652.0
1900556	989232	11908	289648	1290788.0
1900556	987520	12036	289656	1289212.0
1900556	987052	12052	289656	1288760.0
1900556	983880	12180	289640	1285700.0
1900556	985560	12240	289656	1287456.0
1900556	985908	12264	289656	1287828.0
1900556	923040	12512	311156	1246708.0
1900556	951944	12568	303112	1267624.0
1900556	945576	12780	303356	1261712.0
1900556	942936	12868	303456	1259260.0
1900556	972356	13060	303636	1289052.0
1900556	973784	13100	303632	1290516.0
1900556	954060	13236	303716	1271012.0
1900556	882160	13652	327504	1223316.0
1900556	866304	13740	332104	1212148.0
1900556	863624	13748	334684	1212056.0
1900556	856572	13948	337064	1207584.0
1900556	856460	13956	337708	1208124.0
1900556	856296	13972	339468	1209736.0
1900556	856200	13980	339472	1209652.0
1900556	843048	14020	339644	1196712.0
1900556	847308	14028	339644	1200980.0
1900556	845868	14028	339644	1199540.0
1900556	819836	14060	339644	1173540.0
1900556	843404	14180	339644	1197228.0
1900556	843084	14244	339628	1196956.0
1900556	844372	14276	339848	1198496.0
1900556	843752	14284	339848	1197884.0
1900556	843392	14284	339848	1197524.0
1900556	843188	14284	339848	1197320.0
1900556	843472	14364	339852	1197688.0
1900556	843456	14364	339852	1197672.0
1900556	843304	14372	339856	1197532.0
1900556	843908	14380	339852	1198140.0
1900556	845148	14380	339852	1199380.0
1900556	843032	14492	339852	1197376.0
1900556	843160	14508	339856	1197524.0
1900556	843700	14508	339856	1198064.0
1900556	843540	14508	339860	1197908.0
1900556	843096	14508	339860	1197464.0
1900556	843048	14508	339860	1197416.0
1900556	843384	14508	339860	1197752.0
1900556	837924	14548	339860	1192332.0
1900556	841888	14556	339860	1196304.0
1900556	841504	14628	339864	1195996.0
1900556	841976	14716	339864	1196556.0
1900556	840340	14724	339864	1194928.0
1900556	838032	14740	339864	1192636.0
1900556	837072	14748	339872	1191692.0
1900556	836940	14748	339876	1191564.0
1900556	837616	14748	339880	1192244.0
1900556	837272	14748	339880	1191900.0
1900556	837344	14844	339880	1192068.0
1900556	835956	14932	339800	1190688.0
1900556	836968	14940	339884	1191792.0
1900556	834304	14940	339884	1189128.0
1900556	834500	15028	339888	1189416.0
1900556	834344	15036	339884	1189264.0
1900556	834468	15036	339884	1189388.0
1900556	834324	15116	339876	1189316.0
1900556	817108	15336	340000	1172444.0
1900556	823084	15344	340004	1178432.0
1900556	821732	15400	340004	1177136.0
1900556	821688	15400	340004	1177092.0
1900556	822068	15400	340008	1177476.0
1900556	820416	15472	340008	1175896.0
1900556	819552	15536	340084	1175172.0
1900556	820048	15560	340088	1175696.0
1900556	819540	15576	340088	1175204.0
1900556	820160	15584	340152	1175896.0
1900556	820168	15592	340152	1175912.0
1900556	821256	15600	340152	1177008.0
1900556	819228	15684	340152	1175064.0
1900556	819960	15692	340160	1175812.0
1900556	819940	15692	340160	1175792.0
1900556	819520	15692	340160	1175372.0
1900556	819592	15780	340152	1175524.0
1900556	819492	15780	340160	1175432.0
1900556	819468	15780	340160	1175408.0
1900556	818264	15824	339924	1174012.0
1900556	825324	15884	340008	1181216.0
1900556	826844	15892	340004	1182740.0
1900556	826752	15892	340004	1182648.0
1900556	826732	15892	340004	1182628.0
1900556	826600	15892	340004	1182496.0
1900556	825884	15972	340000	1181856.0
1900556	826656	15972	340008	1182636.0
1900556	823512	15972	340008	1179492.0
1900556	823576	15972	340008	1179556.0
1900556	823076	15972	340008	1179056.0
1900556	824836	15972	340008	1180816.0
1900556	823240	16060	340008	1179308.0
1900556	823140	16108	340020	1179268.0
1900556	823232	16116	340020	1179368.0
1900556	822848	16116	340020	1178984.0
1900556	822348	16116	340024	1178488.0
1900556	823064	16116	340024	1179204.0
1900556	823208	16116	340024	1179348.0
1900556	822652	16116	340024	1178792.0
1900556	821932	16212	340024	1178168.0
1900556	822588	16220	340024	1178832.0
1900556	822180	16220	340024	1178424.0
1900556	821276	16244	340032	1177552.0
1900556	821328	16252	340032	1177612.0
1900556	821424	16260	340032	1177716.0
1900556	820712	16348	340032	1177092.0
1900556	821096	16372	340032	1177500.0
1900556	821372	16380	340032	1177784.0
1900556	786888	16472	341776	1145136.0
1900556	792076	16488	341852	1150416.0
1900556	799132	16496	341852	1157480.0
1900556	798624	16568	341856	1157048.0
1900556	798424	16576	341856	1156856.0
1900556	799468	16576	341856	1157900.0
1900556	797272	16616	341860	1155748.0
1900556	797752	16640	341860	1156252.0
1900556	798748	16656	341864	1157268.0
1900556	797960	16664	341860	1156484.0
1900556	797588	16664	341864	1156116.0
1900556	797464	16704	341864	1156032.0
1900556	796912	16712	341868	1155492.0
1900556	797580	16712	341868	1156160.0
1900556	795432	16784	341868	1154084.0
1900556	796204	16792	341868	1154864.0
1900556	796504	16864	341868	1155236.0
1900556	796444	16952	341868	1155264.0
1900556	796036	16960	341872	1154868.0
1900556	796248	16960	341872	1155080.0
1900556	796660	16968	341880	1155508.0
1900556	795916	16976	341876	1154768.0
1900556	793976	17080	341876	1152932.0
1900556	796392	17096	341868	1155356.0
1900556	796080	17096	341876	1155052.0
1900556	794744	17096	341876	1153716.0
1900556	795596	17176	341880	1154652.0
1900556	795028	17184	341880	1154092.0
1900556	794916	17184	341880	1153980.0
1900556	793908	17184	341884	1152976.0
1900556	794884	17264	341884	1154032.0
1900556	795144	17272	341884	1154300.0
1900556	794688	17288	341884	1153860.0
1900556	794708	17296	341888	1153892.0
1900556	795372	17296	341888	1154556.0
1900556	795564	17296	341888	1154748.0
1900556	793980	17296	341892	1153168.0
1900556	794220	17304	341884	1153408.0
1900556	795132	17384	341896	1154412.0
1900556	794500	17392	341896	1153788.0
1900556	792188	17496	341964	1151648.0
1900556	792512	17504	341964	1151980.0
1900556	790404	17584	341956	1149944.0
1900556	792204	17592	341972	1151768.0
1900556	792112	17608	341984	1151704.0
1900556	806600	17624	341976	1166200.0
1900556	818612	17632	341984	1178228.0
1900556	819952	17708	341996	1179656.0
1900556	816952	17756	342000	1176708.0
1900556	822240	17764	342000	1182004.0
1900556	820460	17764	342000	1180224.0
1900556	823680	17780	342000	1183460.0
1900556	815676	17900	342004	1175580.0
1900556	821408	17908	342004	1181320.0
1900556	816888	17908	342008	1176804.0
1900556	820524	17916	342012	1180452.0
1900556	820772	18012	342016	1180800.0
1900556	819500	18020	342016	1179536.0
1900556	799496	18020	342020	1159536.0
1900556	820524	18020	342020	1180564.0
1900556	825316	18100	342020	1185436.0
1900556	825700	18100	342020	1185820.0
1900556	825396	18100	342020	1185516.0
1900556	823844	18100	342020	1183964.0
1900556	824416	18188	342020	1184624.0
1900556	824808	18212	342024	1185044.0
1900556	825288	18220	342024	1185532.0
1900556	825352	18220	342024	1185596.0
1900556	823380	18228	342224	1183832.0
1900556	824436	18380	342144	1184960.0
1900556	824032	18468	342224	1184724.0
1900556	813072	18480	342296	1173848.0
1900556	819748	18488	342296	1180532.0
1900556	819660	18552	342300	1180512.0
1900556	820348	18560	342300	1181208.0
1900556	818836	18568	342300	1179704.0
1900556	819892	18568	342300	1180760.0
1900556	818768	18568	342300	1179636.0
1900556	819264	18584	342300	1180148.0
1900556	819752	18640	342300	1180692.0
1900556	820068	18672	342304	1181044.0
1900556	819240	18680	342328	1180248.0
1900556	819108	18720	342304	1180132.0
1900556	829280	18780	342232	1190292.0
1900556	831376	18908	342184	1192468.0
1900556	830572	18932	342228	1191732.0
1900556	828840	19020	342232	1190092.0
1900556	830388	19020	342240	1191648.0
1900556	830740	19020	342240	1192000.0
1900556	819408	20180	342284	1181872.0
1900556	822692	20292	342296	1185280.0
1900556	821116	20316	342296	1183728.0
1900556	823008	20348	342300	1185656.0
1900556	821464	20444	342300	1184208.0
1900556	850232	20596	342304	1213132.0
1900556	844904	20676	342332	1207912.0
1900556	817652	20700	342636	1180988.0
1900556	831636	20740	342660	1195036.0
1900556	818188	20820	342804	1181812.0
1900556	804552	20912	351700	1177164.0
1900556	813152	20964	342968	1177084.0
1900556	813524	20988	342968	1177480.0
1900556	811872	21024	343004	1175900.0
1900556	812424	21888	343112	1177424.0
1900556	810364	21996	343248	1175608.0
1900556	808324	22044	343248	1173616.0
1900556	822700	22124	343936	1188760.0
1900556	823276	22132	343968	1189376.0
1900556	823640	22236	343972	1189848.0
1900556	800956	22276	343996	1167228.0
1900556	799080	22316	344024	1165420.0
1900556	798376	22380	344048	1164804.0
1900556	796740	22432	344092	1163264.0
1900556	793868	22452	344108	1160428.0
1900556	791080	22652	344512	1158244.0
1900556	788576	22684	344540	1155800.0
1900556	783120	22700	344556	1150376.0
1900556	781248	22760	344580	1148588.0
1900556	773632	22828	344724	1141184.0
1900556	772204	22876	344736	1139816.0
1900556	771164	22916	344732	1138812.0
1900556	766436	22928	344772	1134136.0
1900556	776964	22944	344792	1144700.0
1900556	777796	22968	344808	1145572.0
1900556	773404	23004	344884	1141292.0
1900556	771544	23028	344876	1139448.0
1900556	772588	23052	344908	1140548.0
1900556	771640	23072	344940	1139652.0
1900556	769928	23104	344976	1138008.0
1900556	769068	23120	344980	1137168.0
1900556	761660	23168	344988	1129816.0
1900556	772808	23200	344996	1141004.0
1900556	775532	23480	345528	1144540.0
1900556	775552	23616	345524	1144692.0
1900556	775408	23728	345544	1144680.0
1900556	776392	23808	345532	1145732.0
1900556	773180	23840	345544	1142564.0
1900556	770032	23848	345556	1139436.0
1900556	770304	23872	345556	1139732.0
1900556	768660	23876	345556	1138092.0
1900556	769500	23876	345556	1138932.0
1900556	768936	23884	345556	1138376.0
1900556	768784	23908	345556	1138248.0
1900556	768452	23956	345556	1137964.0
1900556	768500	23972	345556	1138028.0
1900556	765480	24004	345556	1135040.0
1900556	765500	24020	345556	1135076.0
1900556	765332	24060	345556	1134948.0
1900556	761780	24100	345556	1131436.0
1900556	761960	24140	345552	1131652.0
1900556	762144	24164	345560	1131868.0
1900556	761648	24188	345560	1131396.0
1900556	761308	24204	345560	1131072.0
1900556	761988	24236	345556	1131780.0
1900556	760296	24276	345564	1130136.0
1900556	761056	24332	345568	1130956.0
1900556	759240	24380	345568	1129188.0
1900556	757708	24412	345568	1127688.0
1900556	760516	24460	345560	1130536.0
1900556	762112	24508	345560	1132180.0
1900556	741076	24540	345792	1111408.0
1900556	737176	24556	346172	1107904.0
1900556	748692	24572	346228	1119492.0
1900556	747144	24580	346264	1117988.0
1900556	748024	24596	346360	1118980.0
1900556	740676	24628	346504	1111808.0
1900556	745460	24636	346552	1116648.0
1900556	721996	24652	346784	1093432.0
1900556	732252	24676	346808	1103736.0
1900556	723144	24684	349648	1097476.0
1900556	715140	24740	346660	1086540.0
1900556	718660	24780	346680	1090120.0
1900556	720236	24948	346816	1092000.0
1900556	718372	24988	346828	1090188.0
1900556	721544	25124	346824	1093492.0
1900556	724308	25196	346832	1096336.0
1900556	721332	25332	348236	1094900.0
1900556	721712	25332	348236	1095280.0
1900556	720868	25336	348232	1094436.0
1900556	714076	25348	351468	1090892.0
1900556	707212	25348	351620	1084180.0
1900556	711744	25372	348236	1085352.0
1900556	713936	25396	348224	1087556.0
1900556	720712	25612	348180	1094504.0
1900556	723284	26012	348240	1097536.0
1900556	723868	26020	348240	1098128.0
1900556	723404	26060	348224	1097688.0
1900556	724692	26100	348240	1099032.0
1900556	723360	26108	348240	1097708.0
1900556	723012	26108	348244	1097364.0
1900556	722784	26164	348252	1097200.0
1900556	723088	26228	348248	1097564.0
1900556	721624	26252	348248	1096124.0
1900556	722344	26276	348248	1096868.0
1900556	722224	26308	348248	1096780.0
1900556	723256	26372	348248	1097876.0
1900556	723536	26476	348244	1098256.0
1900556	723764	26476	348244	1098484.0
1900556	721280	26476	348252	1096008.0
1900556	722080	26476	348252	1096808.0
1900556	721900	26476	348252	1096628.0
1900556	722272	26476	348252	1097000.0
1900556	724272	26484	348260	1099016.0
1900556	723136	26492	348260	1097888.0
1900556	722624	26500	348264	1097388.0
1900556	723324	26508	348264	1098096.0
1900556	722576	26516	348260	1097352.0
1900556	721020	26588	348260	1095868.0
1900556	722288	26644	348260	1097192.0
1900556	722820	26652	348264	1097736.0
1900556	723560	26652	348264	1098476.0
1900556	723036	26652	348268	1097956.0
1900556	723772	26652	348268	1098692.0
1900556	723900	26652	348268	1098820.0
1900556	723604	26660	348272	1098536.0
1900556	717920	26668	348272	1092860.0
1900556	726848	26668	348272	1101788.0
1900556	725448	26668	348272	1100388.0
1900556	726140	26692	348272	1101104.0
1900556	726156	26732	348272	1101160.0
1900556	724704	26748	348264	1099716.0
1900556	726604	26780	348268	1101652.0
1900556	726192	26852	348304	1101348.0
1900556	726476	26908	348272	1101656.0
1900556	725756	26916	348272	1100944.0
1900556	725292	26924	348272	1100488.0
1900556	724788	26940	348276	1100004.0
1900556	725276	26956	348280	1100512.0
1900556	725320	26980	348276	1100576.0
1900556	725308	26988	348276	1100572.0
1900556	724796	26988	348276	1100060.0
1900556	724680	27004	348280	1099964.0
1900556	724692	27036	348280	1100008.0
1900556	724472	27068	348280	1099820.0
1900556	724476	27108	348280	1099864.0
1900556	724292	27124	348284	1099700.0
1900556	724656	27180	348284	1100120.0
1900556	724892	27220	348276	1100388.0
1900556	722640	27244	348284	1098168.0
1900556	724152	27268	348284	1099704.0
1900556	723388	27316	348284	1098988.0
1900556	724500	27332	348288	1100120.0
1900556	723632	27396	348280	1099308.0
1900556	724496	27404	348288	1100188.0
1900556	724692	27404	348288	1100384.0
1900556	716820	27404	348288	1092512.0
1900556	725932	27444	348284	1101660.0
1900556	725248	27508	348288	1101044.0
1900556	724288	27556	348288	1100132.0
1900556	726020	27628	348272	1101920.0
1900556	718032	27652	348292	1093976.0
1900556	722988	27684	348292	1098964.0
1900556	723660	27732	348292	1099684.0
1900556	722596	27812	348296	1098704.0
1900556	723156	27820	348300	1099276.0
1900556	723644	27876	348304	1099824.0
1900556	723636	27932	348304	1099872.0
1900556	723116	27940	348308	1099364.0
1900556	722836	27940	348308	1099084.0
1900556	721740	27940	348308	1097988.0
1900556	722472	27940	348304	1098716.0
1900556	723520	27948	348304	1099772.0
1900556	723688	27996	348280	1099964.0
1900556	723492	28012	348308	1099812.0
1900556	723416	28012	348304	1099732.0
1900556	724672	28020	348304	1100996.0
1900556	724876	28020	348304	1101200.0
1900556	716100	28044	348308	1092452.0
1900556	723768	28068	348304	1100140.0
1900556	724188	28148	348296	1100632.0
1900556	723560	28156	348312	1100028.0
1900556	722124	28156	348312	1098592.0
1900556	727436	28156	348312	1103904.0
1900556	730636	28156	348312	1107104.0
1900556	731140	28164	348316	1107620.0
1900556	731448	28172	348316	1107936.0
1900556	731916	28172	348316	1108404.0
1900556	730408	28172	348316	1106896.0
1900556	731212	28172	348316	1107700.0
1900556	723432	28172	348316	1099920.0
1900556	730260	28172	348316	1106748.0
1900556	729356	28172	348316	1105844.0
1900556	731044	28172	348320	1107536.0
1900556	730736	28172	348320	1107228.0
1900556	728992	28180	348320	1105492.0
1900556	730240	28220	348320	1106780.0
1900556	731264	28244	348320	1107828.0
1900556	730400	28292	348320	1107012.0
1900556	729976	28324	348312	1106612.0
1900556	730008	28372	348320	1106700.0
1900556	730768	28380	348320	1107468.0
1900556	730516	28388	348324	1107228.0
1900556	729952	28388	348324	1106664.0
1900556	730500	28412	348324	1107236.0
1900556	730968	28452	348324	1107744.0
1900556	731360	28492	348328	1108180.0
1900556	730724	28540	348328	1107592.0
1900556	729740	28620	348312	1106672.0
1900556	729960	28624	348328	1106912.0
1900556	729092	28632	348332	1106056.0
1900556	730656	28648	348328	1107632.0
1900556	729584	28664	348328	1106576.0
