DalvikHeapPss	DalvikHeapSize	UsedDalvikHeap	FreeDalvikHeap	NativePssTotal	NativeHeapSize	UtilizationDalvik
43284	60406	60406	0	11672	20480	1.0
26609	47615	42947	4668	8207	16384	0.9019636669116875
45891	69432	53712	15720	12377	24576	0.773591427583823
45878	72507	56222	16285	12705	24576	0.775400995765926
51132	72589	65423	7166	15973	28672	0.9012798082354075
48297	72589	60549	12040	14492	24576	0.8341346485004615
51120	76635	60799	15836	16337	28672	0.7933581261825536
49717	76665	60864	15801	16327	28672	0.7938955194678146
55273	77323	69950	7373	18786	28672	0.9046467415904711
62092	85266	85266	0	18239	32768	1.0
71596	98179	84866	13313	22304	32768	0.8644007374285744
73208	98179	89283	8896	25528	57344	0.9093899917497632
72888	98179	90386	7793	50680	77824	0.9206245734831278
72740	102187	85835	16352	62516	81920	0.8399796451603433
72736	102161	85923	16238	61380	81920	0.8410548056499055
73212	103455	87103	16352	65248	81920	0.8419409405055338
73820	104936	88762	16174	65884	86016	0.8458679576122589
73892	103636	89454	14182	66600	86016	0.8631556601952989
74020	105056	88942	16114	66564	86016	0.8466151385927505
73976	105096	88952	16144	66568	86016	0.8463880642460226
74016	105265	89028	16237	66996	86016	0.8457511993540113
74116	105189	89100	16089	66392	86016	0.847046744431452
73924	105172	89007	16165	66700	86016	0.8462993952763093
75792	107201	91203	15998	68949	90112	0.8507663174783817
75816	107448	91202	16246	69233	90112	0.8488012806194625
75820	107448	91307	16141	69249	90112	0.8497784975057703
76217	107709	91361	16348	70090	90112	0.8482206686535015
77599	107928	93664	14264	40988	94208	0.8678378178044622
77703	107928	93758	14170	40964	94208	0.8687087688088355
77723	107928	93789	14139	40964	94208	0.8689959973315544
78443	110058	93991	16067	41876	94208	0.8540133384215596
77487	108656	92310	16346	46524	102400	0.8495619201884848
77495	108654	92368	16286	46712	102400	0.8501113626741768
77491	108784	92450	16334	46612	102400	0.849849242535667
77567	108884	92670	16214	46236	102400	0.8510892325777892
78343	109534	93182	16352	46200	102400	0.8507130206146036
78339	109503	93379	16124	46468	102400	0.8527528926148142
78235	109429	93081	16348	46144	102400	0.8506063292180318
78127	109546	93252	16294	45972	102400	0.8512588319062312
78135	109534	93298	16236	46232	102400	0.8517720525133748
80135	110693	94343	16350	46652	102400	0.8522941830106692
79067	110686	94345	16341	46840	102400	0.8523661529009993
80243	110399	94074	16325	45004	98304	0.8521272837616283
78335	107235	90979	16256	44820	98304	0.8484077027090036
78247	107405	91143	16262	44384	98304	0.8485917787812486
78211	107484	91132	16352	45052	98304	0.8478657288526664
78143	107427	91090	16337	45048	98304	0.8479246371954909
80251	107464	93791	13673	44896	98304	0.8727666939626293
88215	109147	106413	2734	58580	98304	0.9749512125848626
84807	113980	98161	15819	64748	98304	0.8612124934198983
85027	113980	99007	14973	65940	98304	0.8686348482189857
82887	113489	98196	15293	64860	98304	0.8652468521178264
84591	115287	98979	16308	46240	98304	0.8585443285019126
84551	115432	99084	16348	51471	98304	0.8583754937972139
84559	115475	99198	16277	51459	98304	0.8590430829183806
84611	115511	99158	16353	51387	98304	0.85842906736155
84431	115416	99142	16274	51511	98304	0.8589970194773688
84403	115492	99211	16281	51359	98304	0.8590291968274859
84411	115431	99080	16351	51347	98304	0.8583482773258484
84383	115399	99057	16342	51459	98304	0.8583869877555265
84435	115395	99291	16104	51575	98304	0.8604445599896009
84423	115440	99103	16337	51539	98304	0.858480595980596
84483	115546	99359	16187	51603	98304	0.8599086078271857
84371	115452	99195	16257	51359	98304	0.8591882340713024
84379	115452	99224	16228	51151	98304	0.8594394207116377
84375	115453	99202	16251	51091	98304	0.8592414229166847
84527	115453	100419	15034	54255	102400	0.8697825088997254
82935	114066	97943	16123	54047	102400	0.858652008486315
82979	114066	98243	15823	54135	102400	0.8612820647695194
82919	114068	97881	16187	53595	102400	0.8580934179612161
82975	114076	98199	15877	53739	102400	0.8608208562712577
82959	114075	98174	15901	53915	102400	0.8606092483015559
82963	114067	98170	15897	52879	102400	0.8606345393496805
83007	114076	98855	15221	53111	102400	0.8665714085346611
83371	114076	99969	14107	57999	118784	0.876336828079526
83843	114076	101306	12770	74123	114688	0.8880570847505171
83779	114754	99358	15396	56083	110592	0.8658347421440646
85675	115996	99699	16297	56503	110592	0.8595037759922756
85279	115996	99775	16221	56623	110592	0.860158970999
84827	115996	100112	15884	56699	110592	0.8630642435946068
85135	116359	100006	16353	55923	110592	0.8594608066415146
86183	117308	101569	15739	56027	110592	0.8658318273263546
85015	116218	99866	16352	56175	110592	0.8592989037842675
85015	116217	99866	16351	55683	110592	0.8593062977017132
84983	116216	99882	16334	55699	110592	0.8594513664211468
84987	116249	99904	16345	55767	110592	0.8593966399710965
84995	116212	99930	16282	55827	110592	0.859893986851616
89067	116240	106764	9476	56599	114688	0.9184790089470062
86151	116709	101387	15322	85251	114688	0.8687162086899897
85827	116795	100499	16296	59747	114688	0.8604734791729098
86159	116247	102024	14223	83191	110592	0.8776484554440115
85815	116247	100823	15424	70579	110592	0.8673170060302632
86051	116658	101793	14865	84179	114688	0.8725762485213188
85815	116247	100258	15989	70627	110592	0.8624566655483582
86855	117503	101572	15931	70007	114688	0.8644204828812881
85891	116656	116023	633	59591	114688	0.9945737896036209
85891	116656	116054	602	59591	114688	0.9948395281854341
105343	136086	119738	16348	59663	114688	0.879870082153932
105123	136128	120113	16015	59619	114688	0.8823533732957217
105075	121109	104790	16319	59431	114688	0.8652536145125466
89557	120363	105485	14878	59769	118784	0.8763905851465982
106864	125174	124705	469	61376	118784	0.9962532155239906
96428	124370	110265	14105	60328	118784	0.8865884055640427
96492	125162	109174	15988	60484	118784	0.8722615490324539
96132	124677	108653	16024	60460	118784	0.871475893709345
96044	124683	108505	16178	60712	118784	0.8702469462557044
122706	137823	137823	0	85906	118784	1.0
122710	137854	137854	0	85838	118784	1.0
122718	137885	137885	0	85846	118784	1.0
122846	137947	137947	0	86198	118784	1.0
122906	138257	138257	0	86138	118784	1.0
123774	140904	140904	0	84306	118784	1.0
123246	138926	138926	0	71270	118784	1.0
123878	140938	140938	0	84494	118784	1.0
116382	141255	125044	16211	67402	118784	0.8852359208523592
116422	141265	125373	15892	67362	118784	0.8875022121544615
116514	141265	125881	15384	67426	118784	0.8910982904470321
117946	141265	130407	10858	67746	118784	0.9231373659434396
116610	141924	125729	16195	67962	118784	0.8858896310701502
116766	141924	126713	15211	68494	118784	0.8928229193089259
117786	142515	127040	15475	68494	118784	0.8914149387783742
118230	142990	126738	16252	67958	118784	0.8863417022169382
112238	137296	121261	16035	65854	118784	0.8832085421279571
112574	137296	122353	14943	66418	118784	0.8911621605873441
114686	137900	125689	12211	94934	118784	0.9114503263234228
116210	140345	131039	9306	96566	118784	0.9336919733513841
115790	140944	126797	14147	94210	118784	0.899626802134181
129702	139916	139914	2	73138	122880	0.9999857057091398
129186	154282	138515	15767	72950	122880	0.897804021207918
129246	154350	138449	15901	73006	122880	0.8969808875931324
109978	136128	120015	16113	67230	122880	0.8816334626234132
109974	136241	120023	16218	67358	122880	0.8809609442091588
110098	136241	120230	16011	67386	122880	0.8824803106260231
111542	136522	123120	13402	81222	122880	0.9018326716573153
110398	136716	120451	16265	67802	122880	0.8810307498756547
110466	136787	120545	16242	67882	122880	0.8812606461140313
109794	136171	119962	16209	68046	122880	0.880965844416212
109790	136077	119742	16335	67946	122880	0.8799576710244935
110146	136308	120047	16261	67874	122880	0.8807039938961763
