MemTotal	MemFree	Buffers	Cached	RealFree
1900556	899552	10428	341024	1251004.0
1900556	873752	10860	346836	1231448.0
1900556	847360	11388	347140	1205888.0
1900556	841372	11508	348848	1201728.0
1900556	806448	12036	372696	1191180.0
1900556	769780	12248	392092	1174120.0
1900556	764624	12532	395712	1172868.0
1900556	763584	12572	395852	1172008.0
1900556	754940	12740	396624	1164304.0
1900556	736220	12868	397304	1146392.0
1900556	724108	12960	397916	1134984.0
1900556	686648	13176	415448	1115272.0
1900556	640152	13224	423952	1077328.0
1900556	615184	13272	440900	1069356.0
1900556	610804	13296	440916	1065016.0
1900556	609720	13304	440916	1063940.0
1900556	595260	13404	450528	1059192.0
1900556	579792	13472	450624	1043888.0
1900556	569256	13552	459252	1042060.0
1900556	567616	13560	459260	1040436.0
1900556	573808	13592	459284	1046684.0
1900556	572504	13600	459284	1045388.0
1900556	570180	13620	467612	1051412.0
1900556	567348	13640	467716	1048704.0
1900556	557672	13672	467708	1039052.0
1900556	566980	13680	467756	1048416.0
1900556	557360	13704	475144	1046208.0
1900556	557012	13752	476940	1047704.0
1900556	563888	13768	476940	1054596.0
1900556	559980	13784	477036	1050800.0
1900556	542192	13804	485468	1041464.0
1900556	552692	13820	485472	1051984.0
1900556	558240	13864	485572	1057676.0
1900556	600352	13904	485780	1100036.0
1900556	584244	13912	485788	1083944.0
1900556	549364	14336	506232	1069932.0
1900556	551308	14352	506372	1072032.0
1900556	556492	14384	506156	1077032.0
1900556	572080	14416	506312	1092808.0
1900556	569368	14468	506404	1090240.0
1900556	571180	14492	506564	1092236.0
1900556	570992	14504	506708	1092204.0
1900556	562224	14612	507388	1084224.0
1900556	563580	14676	510160	1088416.0
1900556	568432	14724	510268	1093424.0
1900556	569596	14860	510520	1094976.0
1900556	562176	14880	510536	1087592.0
1900556	564940	14964	510820	1090724.0
1900556	539968	15084	511536	1066588.0
1900556	528208	15244	518424	1061876.0
1900556	520256	15276	522176	1057708.0
1900556	528964	15308	522184	1066456.0
1900556	540096	15372	522192	1077660.0
1900556	512296	15400	532180	1059876.0
1900556	487932	15460	536496	1039888.0
1900556	455632	15552	552772	1023956.0
1900556	428840	15596	569664	1014100.0
1900556	428008	15668	569680	1013356.0
1900556	431524	15732	569696	1016952.0
1900556	431236	15780	569708	1016724.0
1900556	431248	15828	569732	1016808.0
1900556	440300	15856	569748	1025904.0
1900556	441068	15912	569860	1026840.0
1900556	440500	15976	569904	1026380.0
1900556	441812	16016	569904	1027732.0
1900556	441484	16064	569904	1027452.0
1900556	401388	16216	569400	987004.0
1900556	371140	16256	569536	956932.0
1900556	369388	16316	569592	955296.0
1900556	390544	16364	569656	976564.0
1900556	393332	16420	569820	979572.0
1900556	393756	16492	570516	980764.0
1900556	424108	16556	572948	1013612.0
1900556	408340	16620	573720	998680.0
1900556	378152	16660	577872	972684.0
1900556	413508	16784	578800	1009092.0
1900556	439096	16880	575336	1031312.0
1900556	418632	16904	582752	1018288.0
1900556	403452	16992	591360	1011804.0
1900556	400364	17008	583748	1001120.0
1900556	423100	17100	583784	1023984.0
1900556	421652	17116	583784	1022552.0
1900556	454808	17140	546952	1018900.0
1900556	470564	17180	546964	1034708.0
1900556	467124	17196	546976	1031296.0
1900556	477060	17196	546976	1041232.0
1900556	478140	17196	546976	1042312.0
1900556	471012	17232	546960	1035204.0
1900556	455144	17264	556984	1029392.0
1900556	431912	17304	559176	1008392.0
1900556	427000	17328	559320	1003648.0
1900556	439848	17336	559416	1016600.0
1900556	437768	17344	559408	1014520.0
1900556	465272	17400	559512	1042184.0
1900556	467840	17424	560444	1045708.0
1900556	434400	17464	578024	1029888.0
1900556	430768	17488	579408	1027664.0
1900556	410284	17540	589384	1017208.0
1900556	380140	17572	608744	1006456.0
1900556	371028	17608	615080	1003716.0
1900556	381832	17624	615176	1014632.0
